iD	systemName	alternateName	x	y	size	sarnaLink	distance (LY)	2271	2317	2319	2341	2367	2571	2596	2750	2765	2767	2783	2786	2821	2822	2830	2864	3025	3030	3040	3049	3050a	3050b	3050c	3051	3052	3057	3058	3059a	3059b	3059c	3059d	3063	3067	3068	3075	3079	3081	3085	3095	3130	3135	3145	3151	3152
648	Dainmar Majoris		-62.198	-484.197	1,1,0	https://www.sarna.net/wiki/Dainmar_Majoris	488.176	U	U	U	U	U	U	U	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	
752	Dunianshire		-77.807	-498.048	1,1,0	https://www.sarna.net/wiki/Dunianshire	504.089	U	U	U	U	U	U	U	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	
764	Early Dawn		-92.969	-428.575	1,1,0	https://www.sarna.net/wiki/Early_Dawn	438.543						MOC	MOC	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	
849	Fanardir		-118.034	-398.676	1,1,0	https://www.sarna.net/wiki/Fanardir	415.782	U				I	MOC	MOC	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	
930	Gambilon		-263.594	-382.840	1,1,0	https://www.sarna.net/wiki/Gambilon	464.810	U	U	U	U	U	U	U	MOC,Ballad Province	MOC,Ballad Province	MOC,Ballad Province	MOC,Ballad Province	MOC,Ballad Province	MOC,Ballad Province	MOC,Ballad Province	MOC,Ballad Province	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	
1054	Hardcore		-198.284	-473.209	1,1,0	https://www.sarna.net/wiki/Hardcore	513.072						MOC	MOC	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	
1057	Harminous		-185.971	-444.404	1,1,0	https://www.sarna.net/wiki/Harminous	481.747						MOC	MOC	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	
1265	Joyz		-135.403	-448.365	1,1,0	https://www.sarna.net/wiki/Joyz	468.364						MOC	MOC	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	
1402	Kossandra's Memory		-232.145	-474.748	1,1,0	https://www.sarna.net/wiki/Kossandra's_Memory	528.467	U	U	U	U	U	U	MOC	MOC,Ballad Province	MOC,Ballad Province	MOC,Ballad Province	MOC,Ballad Province	MOC,Ballad Province	MOC,Ballad Province	MOC,Ballad Province	MOC,Ballad Province	MOC	A		MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	
1414	Krimari		-162.228	-439.350	1,1,0	https://www.sarna.net/wiki/Krimari	468.344	U	U	U	U	U	U	MOC	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	
1505	Lockton		-134.304	-433.413	1,1,0	https://www.sarna.net/wiki/Lockton	453.745						MOC	MOC	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	
1541	Luxen		-102.540	-493.873	1,1,0	https://www.sarna.net/wiki/Luxen	504.406	U	U	U	U	U	U	U	MOC,Luxen Province,Major Capital	MOC,Luxen Province,Major Capital	MOC,Luxen Province,Major Capital	MOC,Luxen Province,Major Capital	MOC,Luxen Province,Major Capital	MOC,Luxen Province,Major Capital	MOC,Luxen Province,Major Capital	MOC,Luxen Province,Major Capital	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	
1600	Marantha		-248.415	-368.993	1,1,0	https://www.sarna.net/wiki/Marantha	444.821						MOC	MOC	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	
1654	Megarez		-172.341	-411.208	1,1,0	https://www.sarna.net/wiki/Megarez	445.863	U	U	U	U	U	U	MOC	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	
1812	New Abilene		-71.642	-450.564	1,1,0	https://www.sarna.net/wiki/New_Abilene	456.224						MOC	MOC	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	
1903	Novo Tressida		-172.349	-493.212	1,1,0	https://www.sarna.net/wiki/Novo_Tressida	522.458	U	U	U	U	U	U	U	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	
1972	Palladix		-241.378	-409.228	1,1,0	https://www.sarna.net/wiki/Palladix	475.111						MOC	MOC	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	
1973	Palm		-101.773	-469.906	1,1,0	https://www.sarna.net/wiki/Palm	480.801	U	U	U	U	U	U	U	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	
2184	Royal Foxx		-196.306	-395.377	1,1,0	https://www.sarna.net/wiki/Royal_Foxx	441.428						MOC	MOC	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	
2494	Tarol	Tarol IV	-229.505	-399.334	1,1,0	https://www.sarna.net/wiki/Tarol	460.587						MOC	MOC	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	
2505	Techne's Revenge		-231.593	-424.618	1,1,0	https://www.sarna.net/wiki/Techne's_Revenge	483.669	U	U	U	U	U	U	MOC	MOC,Ballad Province	MOC,Ballad Province	MOC,Ballad Province	MOC,Ballad Province	MOC,Ballad Province	MOC,Ballad Province	MOC,Ballad Province	MOC,Ballad Province	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	
2591	Trznadel Cluster		-159.788	-458.649	1,1,0	https://www.sarna.net/wiki/Trznadel_Cluster	485.686	U	U	U	U	U	U	U	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC,Luxen Province	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	
2755	Wildwood		-217.633	-440.009	1,1,0	https://www.sarna.net/wiki/Wildwood	490.889						MOC	MOC	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC,Canopus District	MOC	A		MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	MOC	
2861	Ballalaba		-401.666	-352.790	1,1,0	https://www.sarna.net/wiki/Ballalaba	534.599	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MOC	
2865	Islington		-383.416	-368.844	1,1,0	https://www.sarna.net/wiki/Islington	532.028	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MH	MOC	
62	Alegro		429.841	144.618	1,1,0	https://www.sarna.net/wiki/Alegro	453.517	U	U	U	U	U	U	U	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	RA	RA	RA	RA	RA	RA	
234	Bad News		422.117	195.368	1,1,0	https://www.sarna.net/wiki/Bad_News	465.136						OA	DC,Galedon Military District,New Samarkand Prefecture	DC,Galedon Military District,New Samarkand Prefecture	DC,Galedon Military District,New Samarkand Prefecture	DC,Galedon Military District,New Samarkand Prefecture	DC,Galedon Military District,New Samarkand Prefecture	DC,Galedon Military District,New Samarkand Prefecture	DC,Galedon Military District,New Samarkand Prefecture	DC,Galedon Military District,New Samarkand Prefecture	DC,Galedon Military District,New Samarkand Prefecture	DC,Galedon Military District,New Samarkand Prefecture	DC,Galedon Military District,Tabayama Prefecture	DC,Galedon Military District,Tabayama Prefecture	DC,Galedon Military District,Tabayama Prefecture	DC,Galedon Military District,Tabayama Prefecture	DC,Galedon Military District,Tabayama Prefecture	DC,Galedon Military District,Tabayama Prefecture	DC,Galedon Military District,Tabayama Prefecture	DC,Galedon Military District,Tabayama Prefecture	DC,Galedon Military District,Tabayama Prefecture	DC,Galedon Military District,Tabayama Prefecture	DC,Galedon Military District,Tabayama Prefecture	DC,Galedon Military District,Tabayama Prefecture	DC,Galedon Military District,Tabayama Prefecture	DC,Galedon Military District,Tabayama Prefecture	DC,Galedon Military District,Tabayama Prefecture	DC,Galedon Military District,Tabayama Prefecture	DC,Galedon Military District,Tabayama Prefecture	DC,Galedon Military District,Tabayama Prefecture	DC,New Samarkand Military District,Tabayama Prefecture	DC,New Samarkand Military District,Tabayama Prefecture	DC,New Samarkand Military District,Tabayama Prefecture	DC,New Samarkand Military District,Tabayama Prefecture	DC,New Samarkand Military District,Tabayama Prefecture	DC,New Samarkand Military District,New Samarkand Prefecture	DC,New Samarkand Military District,New Samarkand Prefecture	RA	RA	
255	Banori		494.250	124.118	1,1,0	https://www.sarna.net/wiki/Banori	509.596						OA	OA	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	RA	RA	RA	RA	RA	RA	
383	Brasha		436.566	194.866	1,1,0	https://www.sarna.net/wiki/Brasha	478.082	U	U	U	U	U	I	I	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	RA	RA	RA	RA	RA	RA	
442	Calish	Calish II, Calish III	457.600	159.587	1,1,0	https://www.sarna.net/wiki/Calish	484.630	U	U	U	U	U	U	U	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	RA	RA	RA	RA	RA	RA	
506	Cerberus		475.838	190.466	1,1,0	https://www.sarna.net/wiki/Cerberus_(system)	512.542						OA	OA	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	RA	RA	RA	RA	RA	RA	
594	Coraines		489.546	196.500	1,1,0	https://www.sarna.net/wiki/Coraines	527.511	U	U	U	U	U	U	U	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	RA	RA	RA	RA	RA	RA	
622	Crestoblus		452.156	102.526	1,1,0	https://www.sarna.net/wiki/Crestoblus	463.634						OA	OA	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	RA	RA	RA	RA	RA	RA	
707	Diboll		475.359	67.163	1,1,0	https://www.sarna.net/wiki/Diboll	480.080						OA	FS,Draconis March,Woodbine Operational Area,Region 1	FS,Draconis March,Woodbine Operational Area,Region 1	FS,Draconis March,Woodbine Operational Area,Region 1	FS,Draconis March,Woodbine Operational Area,Region 1	FS,Draconis March,Woodbine Operational Area,Region 1	FS,Draconis March,Woodbine Operational Area,Region 1	FS,Draconis March,Woodbine Operational Area,Region 1	FS,Draconis March,Woodbine Operational Area,Region 1	FS,Draconis March,Woodbine Operational Area,Region 1	FS,Draconis March,Woodbine Operational Area,Region 1	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FCF,Draconis March,Woodbine Operational Area,Bryceland PDZ	FCF,Draconis March,Woodbine Operational Area,Bryceland PDZ	FCF,Draconis March,Woodbine Operational Area,Bryceland PDZ	FCF,Draconis March,Woodbine Operational Area,Bryceland PDZ	FCF,Draconis March,Woodbine Operational Area,Bryceland PDZ	FCF,Draconis March,Woodbine Operational Area,Bryceland PDZ	FCF,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Milligan PDZ	FS,Draconis March,Milligan Operational Area,Milligan PDZ	RA	RA	
719	Dindatari		438.548	159.677	1,1,0	https://www.sarna.net/wiki/Dindatari	466.713						OA	OA	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	OA,Ramora Province	RA	RA	RA	RA	RA	RA	
724	Dneiper		465.051	244.219	1,1,0	https://www.sarna.net/wiki/Dneiper	525.276						OA	OA	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	OA,Cerberus Province	RA	RA	RA	RA	RA	RA	
1069	Haynesville		455.201	79.572	1,1,0	https://www.sarna.net/wiki/Haynesville	462.104						OA	FS,Draconis March,Woodbine Operational Area,Region 1	FS,Draconis March,Woodbine Operational Area,Region 1	FS,Draconis March,Woodbine Operational Area,Region 1	FS,Draconis March,Woodbine Operational Area,Region 1	FS,Draconis March,Woodbine Operational Area,Region 1	FS,Draconis March,Woodbine Operational Area,Region 1	FS,Draconis March,Woodbine Operational Area,Region 1	FS,Draconis March,Woodbine Operational Area,Region 1	FS,Draconis March,Woodbine Operational Area,Region 1	FS,Draconis March,Woodbine Operational Area,Region 1	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FCF,Draconis March,Woodbine Operational Area,Bryceland PDZ	FCF,Draconis March,Woodbine Operational Area,Bryceland PDZ	FCF,Draconis March,Woodbine Operational Area,Bryceland PDZ	FCF,Draconis March,Woodbine Operational Area,Bryceland PDZ	FCF,Draconis March,Woodbine Operational Area,Bryceland PDZ	FCF,Draconis March,Woodbine Operational Area,Bryceland PDZ	FCF,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS,Draconis March,Woodbine Operational Area,Milligan PDZ	FS,Draconis March,Milligan Operational Area,Milligan PDZ	RA	RA	
